9606	9598	9597	9544	9258	9031	13616	10090
ENSG00000032444	ENSPTRG00000010393	ENSPPAG00000040772	ENSMMUG00000011392	ENSOANG00000008685	ENSGALG00000039408	ENSMODG00000015066	ENSMUSG00000004565
ENSG00000032742	ENSPTRG00000005685	ENSPPAG00000035569	ENSMMUG00000013367	ENSOANG00000009025	ENSGALG00000017134	ENSMODG00000008196	ENSMUSG00000040040
ENSG00000033030	ENSPTRG00000005579	ENSPPAG00000044102	ENSMMUG00000013643	ENSOANG00000006199	ENSGALG00000004486	ENSMODG00000012264	ENSMUSG00000029427
ENSG00000033178	ENSPTRG00000016099	ENSPPAG00000035878	ENSMMUG00000003776	ENSOANG00000003969	ENSGALG00000011762	ENSMODG00000020740	ENSMUSG00000035898
ENSG00000033867	ENSPTRG00000014704	ENSPPAG00000018316	ENSMMUG00000019327	ENSOANG00000002769	ENSGALG00000011405	ENSMODG00000015030	ENSMUSG00000021733
ENSG00000034239	ENSPTRG00000020233	ENSPPAG00000034023	ENSMMUG00000016822	ENSOANG00000012123	ENSGALG00000009473	ENSMODG00000010184	ENSMUSG00000068617
ENSG00000034693	ENSPTRG00000018670	ENSPPAG00000028165	ENSMMUG00000005365	ENSOANG00000007664	ENSGALG00000013777	ENSMODG00000017262	ENSMUSG00000019809
ENSG00000034971	ENSPTRG00000001679	ENSPPAG00000042159	ENSMMUG00000013649	ENSOANG00000000901	ENSGALG00000021074	ENSMODG00000003796	ENSMUSG00000026697
ENSG00000035681	ENSPTRG00000020279	ENSPPAG00000028955	ENSMMUG00000017297	ENSOANG00000005036	ENSGALG00000038838	ENSMODG00000008797	ENSMUSG00000028245
ENSG00000035687	ENSPTRG00000002178	ENSPPAG00000035584	ENSMMUG00000000016	ENSOANG00000010254	ENSGALG00000010702	ENSMODG00000006559	ENSMUSG00000015961
ENSG00000035720	ENSPTRG00000016098	ENSPPAG00000036102	ENSMMUG00000009392	ENSOANG00000003968	ENSGALG00000011684	ENSMODG00000020737	ENSMUSG00000029254
ENSG00000035928	ENSPTRG00000015991	ENSPPAG00000042006	ENSMMUG00000009324	ENSOANG00000010330	ENSGALG00000014298	ENSMODG00000020548	ENSMUSG00000029191
ENSG00000036054	ENSPTRG00000015160	ENSPPAG00000038361	ENSMMUG00000020026	ENSOANG00000007527	ENSGALG00000015273	ENSMODG00000002218	ENSMUSG00000022749
ENSG00000036257	ENSPTRG00000012986	ENSPPAG00000029171	ENSMMUG00000022259	ENSOANG00000012372	ENSGALG00000005108	ENSMODG00000021204	ENSMUSG00000004364
ENSG00000036828	ENSPTRG00000015289	ENSPPAG00000036287	ENSMMUG00000007886	ENSOANG00000010069	ENSGALG00000038405	ENSMODG00000018291	ENSMUSG00000051980
ENSG00000037474	ENSPTRG00000016715	ENSPPAG00000036124	ENSMMUG00000002561	ENSOANG00000009243	ENSGALG00000013064	ENSMODG00000002039	ENSMUSG00000021595
ENSG00000037637	ENSPTRG00000000225	ENSPPAG00000034938	ENSMMUG00000012733	ENSOANG00000013366	ENSGALG00000003731	ENSMODG00000003233	ENSMUSG00000028920
ENSG00000037757	ENSPTRG00000010563	ENSPPAG00000033346	ENSMMUG00000018068	ENSOANG00000012399	ENSGALG00000034575	ENSMODG00000011870	ENSMUSG00000004996
ENSG00000038002	ENSPTRG00000016618	ENSPPAG00000036906	ENSMMUG00000007393	ENSOANG00000005290	ENSGALG00000010716	ENSMODG00000003821	ENSMUSG00000031521
ENSG00000038295	ENSPTRG00000016577	ENSPPAG00000038906	ENSMMUG00000015799	ENSOANG00000014482	ENSGALG00000009567	ENSMODG00000002435	ENSMUSG00000053626
ENSG00000038382	ENSPTRG00000016735	ENSPPAG00000042679	ENSMMUG00000015489	ENSOANG00000011610	ENSGALG00000031495	ENSMODG00000002909	ENSMUSG00000022263
ENSG00000038427	ENSPTRG00000017055	ENSPPAG00000026050	ENSMMUG00000011513	ENSOANG00000014761	ENSGALG00000015624	ENSMODG00000020252	ENSMUSG00000021614
ENSG00000038532	ENSPTRG00000007763	ENSPPAG00000039980	ENSMMUG00000006515	ENSOANG00000000742	ENSGALG00000007167	ENSMODG00000005166	ENSMUSG00000068663
ENSG00000039139	ENSPTRG00000016734	ENSPPAG00000038258	ENSMMUG00000011026	ENSOANG00000011603	ENSGALG00000012997	ENSMODG00000002817	ENSMUSG00000022262
ENSG00000039319	ENSPTRG00000017038	ENSPPAG00000039709	ENSMMUG00000023177	ENSOANG00000001613	ENSGALG00000015576	ENSMODG00000019425	ENSMUSG00000021706
ENSG00000039560	ENSPTRG00000016781	ENSPPAG00000039153	ENSMMUG00000013739	ENSOANG00000010883	ENSGALG00000003353	ENSMODG00000020394	ENSMUSG00000022246
ENSG00000040487	ENSPTRG00000000266	ENSPPAG00000037094	ENSMMUG00000006892	ENSOANG00000015344	ENSGALG00000033204	ENSMODG00000015885	ENSMUSG00000028744
ENSG00000040731	ENSPTRG00000016758	ENSPPAG00000035607	ENSMMUG00000012293	ENSOANG00000002504	ENSGALG00000032022	ENSMODG00000004059	ENSMUSG00000022321
ENSG00000043039	ENSPTRG00000004474	ENSPPAG00000027712	ENSMMUG00000002258	ENSOANG00000000573	ENSGALG00000029382	ENSMODG00000004873	ENSMUSG00000032033
ENSG00000043514	ENSPTRG00000000579	ENSPPAG00000023930	ENSMMUG00000016220	ENSOANG00000002779	ENSGALG00000003851	ENSMODG00000017650	ENSMUSG00000028653
ENSG00000044115	ENSPTRG00000017291	ENSPPAG00000037792	ENSMMUG00000017985	ENSOANG00000003516	ENSGALG00000002447	ENSMODG00000000434	ENSMUSG00000037815
ENSG00000044446	ENSPTRG00000021715	ENSPPAG00000036527	ENSMMUG00000020513	ENSOANG00000004031	ENSGALG00000016518	ENSMODG00000017109	ENSMUSG00000031295
ENSG00000044459	ENSPTRG00000020791	ENSPPAG00000005881	ENSMMUG00000023448	ENSOANG00000003339	ENSGALG00000028298	ENSMODG00000014860	ENSMUSG00000038070
ENSG00000044524	ENSPTRG00000015127	ENSPPAG00000032410	ENSMMUG00000008242	ENSOANG00000000485	ENSGALG00000015403	ENSMODG00000016972	ENSMUSG00000052504
ENSG00000046647	ENSPTRG00000048272	ENSPPAG00000005337	ENSMMUG00000013595	ENSOANG00000002604	ENSGALG00000016574	ENSMODG00000017297	ENSMUSG00000040621
ENSG00000046653	ENSPTRG00000021676	ENSPPAG00000038300	ENSMMUG00000019415	ENSOANG00000002605	ENSGALG00000016575	ENSMODG00000017304	ENSMUSG00000031342
ENSG00000046889	ENSPTRG00000020324	ENSPPAG00000033752	ENSMMUG00000016023	ENSOANG00000013504	ENSGALG00000042354	ENSMODG00000007595	ENSMUSG00000048960
ENSG00000047056	ENSPTRG00000002240	ENSPPAG00000021217	ENSMMUG00000017119	ENSOANG00000006090	ENSGALG00000006749	ENSMODG00000006325	ENSMUSG00000021147
ENSG00000047249	ENSPTRG00000020249	ENSPPAG00000038229	ENSMMUG00000004064	ENSOANG00000007281	ENSGALG00000013621	ENSMODG00000009431	ENSMUSG00000033793
ENSG00000047315	ENSPTRG00000016089	ENSPPAG00000040253	ENSMMUG00000014008	ENSOANG00000011212	ENSGALG00000011387	ENSMODG00000020704	ENSMUSG00000029250
ENSG00000047365	ENSPTRG00000015973	ENSPPAG00000039913	ENSMMUG00000006871	ENSOANG00000010310	ENSGALG00000041373	ENSMODG00000020518	ENSMUSG00000037999
ENSG00000047457	ENSPTRG00000015513	ENSPPAG00000034310	ENSMMUG00000005529	ENSOANG00000000613	ENSGALG00000030773	ENSMODG00000021261	ENSMUSG00000003617
ENSG00000047578	ENSPTRG00000007917	ENSPPAG00000036183	ENSMMUG00000015570	ENSOANG00000012486	ENSGALG00000043363	ENSMODG00000015496	ENSMUSG00000032743
ENSG00000047597	ENSPTRG00000050517	ENSPPAG00000012195	ENSMMUG00000006969	ENSOANG00000007110	ENSGALG00000016262	ENSMODG00000021111	ENSMUSG00000015342
ENSG00000047648	ENSPTRG00000021658	ENSPPAG00000018191	ENSMMUG00000003896	ENSOANG00000002625	ENSGALG00000016602	ENSMODG00000017371	ENSMUSG00000031355
ENSG00000047662	ENSPTRG00000015940	ENSPPAG00000038055	ENSMMUG00000018067	ENSOANG00000006663	ENSGALG00000041854	ENSMODG00000000804	ENSMUSG00000015879
ENSG00000047932	ENSPTRG00000018546	ENSPPAG00000042271	ENSMMUG00000017018	ENSOANG00000003691	ENSGALG00000014902	ENSMODG00000017803	ENSMUSG00000019861
ENSG00000048392	ENSPTRG00000020481	ENSPPAG00000029998	ENSMMUG00000020765	ENSOANG00000001870	ENSGALG00000040921	ENSMODG00000005993	ENSMUSG00000022292
ENSG00000048405	ENSPTRG00000019649	ENSPPAG00000024670	ENSMMUG00000002428	ENSOANG00000000823	ENSGALG00000033997	ENSMODG00000015235	ENSMUSG00000039841
ENSG00000048545	ENSPTRG00000018167	ENSPPAG00000038612	ENSMMUG00000000872	ENSOANG00000002015	ENSGALG00000001431	ENSMODG00000012758	ENSMUSG00000023982
ENSG00000048740	ENSPTRG00000002284	ENSPPAG00000029170	ENSMMUG00000011468	ENSOANG00000015432	ENSGALG00000034590	ENSMODG00000016763	ENSMUSG00000002107
ENSG00000048991	ENSPTRG00000012494	ENSPPAG00000027858	ENSMMUG00000009844	ENSOANG00000007987	ENSGALG00000012246	ENSMODG00000000923	ENSMUSG00000056211
ENSG00000049130	ENSPTRG00000005281	ENSPPAG00000031443	ENSMMUG00000004504	ENSOANG00000006639	ENSGALG00000011206	ENSMODG00000020515	ENSMUSG00000019966
ENSG00000049192	ENSPTRG00000016927	ENSPPAG00000034795	ENSMMUG00000018100	ENSOANG00000004726	ENSGALG00000014751	ENSMODG00000019642	ENSMUSG00000046169
ENSG00000049247	ENSPTRG00000000100	ENSPPAG00000028751	ENSMMUG00000000625	ENSOANG00000021112	ENSGALG00000000556	ENSMODG00000028488	ENSMUSG00000028963
ENSG00000049249	ENSPTRG00000045878	ENSPPAG00000040902	ENSMMUG00000016546	ENSOANG00000004034	ENSGALG00000052935	ENSMODG00000027363	ENSMUSG00000028965
ENSG00000049283	ENSPTRG00000050099	ENSPPAG00000041326	ENSMMUG00000017249	ENSOANG00000005900	ENSGALG00000023279	ENSMODG00000020907	ENSMUSG00000010080
ENSG00000049618	ENSPTRG00000018733	ENSPPAG00000029333	ENSMMUG00000002270	ENSOANG00000014884	ENSGALG00000013683	ENSMODG00000008068	ENSMUSG00000069729
ENSG00000049860	ENSPTRG00000016988	ENSPPAG00000042905	ENSMMUG00000019997	ENSOANG00000015777	ENSGALG00000014933	ENSMODG00000001872	ENSMUSG00000021665
ENSG00000050165	ENSPTRG00000003368	ENSPPAG00000041882	ENSMMUG00000022862	ENSOANG00000004733	ENSGALG00000005551	ENSMODG00000008513	ENSMUSG00000030772
ENSG00000051382	ENSPTRG00000015452	ENSPPAG00000031755	ENSMMUG00000008666	ENSOANG00000014698	ENSGALG00000005505	ENSMODG00000018581	ENSMUSG00000032462
ENSG00000052723	ENSPTRG00000001142	ENSPPAG00000030969	ENSMMUG00000001973	ENSOANG00000014599	ENSGALG00000002147	ENSMODG00000004700	ENSMUSG00000027854
ENSG00000052802	ENSPTRG00000016574	ENSPPAG00000037413	ENSMMUG00000012994	ENSOANG00000014479	ENSGALG00000009560	ENSMODG00000002349	ENSMUSG00000031604
ENSG00000052841	ENSPTRG00000003518	ENSPPAG00000036754	ENSMMUG00000000844	ENSOANG00000009406	ENSGALG00000039558	ENSMODG00000019858	ENSMUSG00000027194
ENSG00000053328	ENSPTRG00000029448	ENSPPAG00000027532	ENSMMUG00000008184	ENSOANG00000000940	ENSGALG00000041120	ENSMODG00000017934	ENSMUSG00000045555
ENSG00000053900	ENSPTRG00000015963	ENSPPAG00000040743	ENSMMUG00000004458	ENSOANG00000006689	ENSGALG00000014378	ENSMODG00000000363	ENSMUSG00000029176
ENSG00000054116	ENSPTRG00000000533	ENSPPAG00000041117	ENSMMUG00000022499	ENSOANG00000002072	ENSGALG00000002284	ENSMODG00000017848	ENSMUSG00000028847
ENSG00000054118	ENSPTRG00000000535	ENSPPAG00000028961	ENSMMUG00000014622	ENSOANG00000002070	ENSGALG00000002144	ENSMODG00000017834	ENSMUSG00000043962
ENSG00000054523	ENSPTRG00000000127	ENSPPAG00000042406	ENSMMUG00000002171	ENSOANG00000002802	ENSGALG00000002726	ENSMODG00000002802	ENSMUSG00000063077
ENSG00000054965	ENSPTRG00000051065	ENSPPAG00000042845	ENSMMUG00000003142	ENSOANG00000008055	ENSGALG00000017323	ENSMODG00000007608	ENSMUSG00000029461
ENSG00000055044	ENSPTRG00000012818	ENSPPAG00000036626	ENSMMUG00000000582	ENSOANG00000002420	ENSGALG00000008454	ENSMODG00000016294	ENSMUSG00000026020
ENSG00000055070	ENSPTRG00000000226	ENSPPAG00000031840	ENSMMUG00000014192	ENSOANG00000011728	ENSGALG00000003734	ENSMODG00000003213	ENSMUSG00000040842
ENSG00000055208	ENSPTRG00000018690	ENSPPAG00000030235	ENSMMUG00000014995	ENSOANG00000001062	ENSGALG00000012356	ENSMODG00000016831	ENSMUSG00000015755
ENSG00000055211	ENSPTRG00000018693	ENSPPAG00000027601	ENSMMUG00000015161	ENSOANG00000001064	ENSGALG00000012370	ENSMODG00000016822	ENSMUSG00000040006
ENSG00000056050	ENSPTRG00000016590	ENSPPAG00000000046	ENSMMUG00000010232	ENSOANG00000007441	ENSGALG00000009668	ENSMODG00000003037	ENSMUSG00000038005
ENSG00000056972	ENSPTRG00000018510	ENSPPAG00000029309	ENSMMUG00000002174	ENSOANG00000013378	ENSGALG00000015026	ENSMODG00000017907	ENSMUSG00000019842
ENSG00000057019	ENSPTRG00000015154	ENSPPAG00000029703	ENSMMUG00000017438	ENSOANG00000007533	ENSGALG00000015258	ENSMODG00000002360	ENSMUSG00000035107
ENSG00000057252	ENSPTRG00000001728	ENSPPAG00000038722	ENSMMUG00000003768	ENSOANG00000000960	ENSGALG00000004205	ENSMODG00000006124	ENSMUSG00000026600
ENSG00000057608	ENSPTRG00000002259	ENSPPAG00000028468	ENSMMUG00000013182	ENSOANG00000015461	ENSGALG00000008169	ENSMODG00000018506	ENSMUSG00000021218
ENSG00000057657	ENSPTRG00000018457	ENSPPAG00000025287	ENSMMUG00000021401	ENSOANG00000004176	ENSGALG00000015388	ENSMODG00000018029	ENSMUSG00000038151
ENSG00000057663	ENSPTRG00000018458	ENSPPAG00000040499	ENSMMUG00000019679	ENSOANG00000003900	ENSGALG00000015387	ENSMODG00000018027	ENSMUSG00000038160
ENSG00000057704	ENSPTRG00000005304	ENSPPAG00000043931	ENSMMUG00000018242	ENSOANG00000006619	ENSGALG00000011320	ENSMODG00000008293	ENSMUSG00000020023
ENSG00000057757	ENSPTRG00000000336	ENSPPAG00000030752	ENSMMUG00000019554	ENSOANG00000008890	ENSGALG00000003986	ENSMODG00000012852	ENSMUSG00000028669
ENSG00000058063	ENSPTRG00000015660	ENSPPAG00000039428	ENSMMUG00000019323	ENSOANG00000011256	ENSGALG00000008839	ENSMODG00000021291	ENSMUSG00000037400
ENSG00000058262	ENSPTRG00000015351	ENSPPAG00000019985	ENSMMUG00000018661	ENSOANG00000009106	ENSGALG00000005966	ENSMODG00000007982	ENSMUSG00000030082
ENSG00000058600	ENSPTRG00000007878	ENSPPAG00000027941	ENSMMUG00000002257	ENSOANG00000003264	ENSGALG00000007008	ENSMODG00000007752	ENSMUSG00000030880
ENSG00000058729	ENSPTRG00000017100	ENSPPAG00000027414	ENSMMUG00000000307	ENSOANG00000001225	ENSGALG00000015288	ENSMODG00000015548	ENSMUSG00000116564
ENSG00000058799	ENSPTRG00000000759	ENSPPAG00000035941	ENSMMUG00000001413	ENSOANG00000002521	ENSGALG00000010740	ENSMODG00000021357	ENSMUSG00000057375
ENSG00000058804	ENSPTRG00000000757	ENSPPAG00000033261	ENSMMUG00000030593	ENSOANG00000002451	ENSGALG00000031606	ENSMODG00000021356	ENSMUSG00000028614
ENSG00000059377	ENSPTRG00000019760	ENSPPAG00000028281	ENSMMUG00000004222	ENSOANG00000008454	ENSGALG00000012791	ENSMODG00000013723	ENSMUSG00000029925
ENSG00000060069	ENSPTRG00000010133	ENSPPAG00000042068	ENSMMUG00000009151	ENSOANG00000010132	ENSGALG00000031461	ENSMODG00000011995	ENSMUSG00000033323
ENSG00000060237	ENSPTRG00000004513	ENSPPAG00000035423	ENSMMUG00000018650	ENSOANG00000011423	ENSGALG00000012992	ENSMODG00000018401	ENSMUSG00000045962
ENSG00000060688	ENSPTRG00000000455	ENSPPAG00000017296	ENSMMUG00000019406	ENSOANG00000011686	ENSGALG00000000615	ENSMODG00000017078	ENSMUSG00000074088
ENSG00000060749	ENSPTRG00000003481	ENSPPAG00000039290	ENSMMUG00000001536	ENSOANG00000015143	ENSGALG00000012030	ENSMODG00000009706	ENSMUSG00000074994
ENSG00000060982	ENSPTRG00000004772	ENSPPAG00000029336	ENSMMUG00000012223	ENSOANG00000013411	ENSGALG00000013177	ENSMODG00000017691	ENSMUSG00000030268
ENSG00000061676	ENSPTRG00000012709	ENSPPAG00000042498	ENSMMUG00000014397	ENSOANG00000003624	ENSGALG00000002750	ENSMODG00000010556	ENSMUSG00000027002
ENSG00000061918	ENSPTRG00000016542	ENSPPAG00000006289	ENSMMUG00000005447	ENSOANG00000015664	ENSGALG00000009361	ENSMODG00000001630	ENSMUSG00000028005
ENSG00000061936	ENSPTRG00000005640	ENSPPAG00000036706	ENSMMUG00000020343	ENSOANG00000013861	ENSGALG00000002487	ENSMODG00000015581	ENSMUSG00000029439
ENSG00000061987	ENSPTRG00000005164	ENSPPAG00000036500	ENSMMUG00000000956	ENSOANG00000010807	ENSGALG00000009795	ENSMODG00000014318	ENSMUSG00000034602
ENSG00000062282	ENSPTRG00000004087	ENSPPAG00000015345	ENSMMUG00000000185	ENSOANG00000014557	ENSGALG00000040418	ENSMODG00000006739	ENSMUSG00000030747
ENSG00000062725	ENSPTRG00000009486	ENSPPAG00000033120	ENSMMUG00000016566	ENSOANG00000011522	ENSGALG00000005314	ENSMODG00000014137	ENSMUSG00000018481
ENSG00000063601	ENSPTRG00000022368	ENSPPAG00000037780	ENSMMUG00000016607	ENSOANG00000011635	ENSGALG00000009085	ENSMODG00000005714	ENSMUSG00000015214
ENSG00000063660	ENSPTRG00000045317	ENSPPAG00000036753	ENSMMUG00000014832	ENSOANG00000004804	ENSGALG00000040316	ENSMODG00000013473	ENSMUSG00000034220
ENSG00000064012	ENSPTRG00000012801	ENSPPAG00000030711	ENSMMUG00000031296	ENSOANG00000004013	ENSGALG00000008355	ENSMODG00000015183	ENSMUSG00000026029
ENSG00000064218	ENSPTRG00000020729	ENSPPAG00000027768	ENSMMUG00000017848	ENSOANG00000008295	ENSGALG00000010161	ENSMODG00000003407	ENSMUSG00000042372
ENSG00000064300	ENSPTRG00000009377	ENSPPAG00000039815	ENSMMUG00000014603	ENSOANG00000000447	ENSGALG00000035950	ENSMODG00000012200	ENSMUSG00000000120
ENSG00000064309	ENSPTRG00000004452	ENSPPAG00000032758	ENSMMUG00000007628	ENSOANG00000003430	ENSGALG00000035419	ENSMODG00000004499	ENSMUSG00000038119
ENSG00000064419	ENSPTRG00000019676	ENSPPAG00000034975	ENSMMUG00000004311	ENSOANG00000011451	ENSGALG00000039420	ENSMODG00000014700	ENSMUSG00000012535
ENSG00000064490	ENSPTRG00000010732	ENSPPAG00000032045	ENSMMUG00000010722	ENSOANG00000003658	ENSGALG00000037261	ENSMODG00000007002	ENSMUSG00000036120
ENSG00000064607	ENSPTRG00000010727	ENSPPAG00000043787	ENSMMUG00000019665	ENSOANG00000004574	ENSGALG00000003047	ENSMODG00000003992	ENSMUSG00000036054
ENSG00000064692	ENSPTRG00000017175	ENSPPAG00000029373	ENSMMUG00000009997	ENSOANG00000010047	ENSGALG00000005330	ENSMODG00000013460	ENSMUSG00000024534
ENSG00000064703	ENSPTRG00000001105	ENSPPAG00000031680	ENSMMUG00000014489	ENSOANG00000003318	ENSGALG00000001504	ENSMODG00000001311	ENSMUSG00000027905
ENSG00000064835	ENSPTRG00000015123	ENSPPAG00000038153	ENSMMUG00000016244	ENSOANG00000000494	ENSGALG00000015495	ENSMODG00000016940	ENSMUSG00000004842
ENSG00000064933	ENSPTRG00000012737	ENSPPAG00000012384	ENSMMUG00000014318	ENSOANG00000013059	ENSGALG00000034011	ENSMODG00000011535	ENSMUSG00000026098
ENSG00000064989	ENSPTRG00000012722	ENSPPAG00000039957	ENSMMUG00000009447	ENSOANG00000020803	ENSGALG00000002632	ENSMODG00000010687	ENSMUSG00000059588
ENSG00000065135	ENSPTRG00000001055	ENSPPAG00000038222	ENSMMUG00000005818	ENSOANG00000002264	ENSGALG00000041700	ENSMODG00000001975	ENSMUSG00000000001
ENSG00000065183	ENSPTRG00000001168	ENSPPAG00000029068	ENSMMUG00000008513	ENSOANG00000003070	ENSGALG00000014791	ENSMODG00000005243	ENSMUSG00000033285
ENSG00000065243	ENSPTRG00000000931	ENSPPAG00000029657	ENSMMUG00000020588	ENSOANG00000009127	ENSGALG00000006237	ENSMODG00000012423	ENSMUSG00000004591
ENSG00000065308	ENSPTRG00000040958	ENSPPAG00000010782	ENSMMUG00000013718	ENSOANG00000020088	ENSGALG00000016673	ENSMODG00000018818	ENSMUSG00000041779
ENSG00000065320	ENSPTRG00000008752	ENSPPAG00000030222	ENSMMUG00000009397	ENSOANG00000005215	ENSGALG00000023626	ENSMODG00000008479	ENSMUSG00000020902
ENSG00000065328	ENSPTRG00000023150	ENSPPAG00000028191	ENSMMUG00000005602	ENSOANG00000000173	ENSGALG00000034198	ENSMODG00000016851	ENSMUSG00000026669
ENSG00000065491	ENSPTRG00000018120	ENSPPAG00000031765	ENSMMUG00000022008	ENSOANG00000001766	ENSGALG00000039130	ENSMODG00000013447	ENSMUSG00000042203
ENSG00000065600	ENSPTRG00000001960	ENSPPAG00000027044	ENSMMUG00000002141	ENSOANG00000008497	ENSGALG00000009822	ENSMODG00000002976	ENSMUSG00000026627
ENSG00000065609	ENSPTRG00000051078	ENSPPAG00000037215	ENSMMUG00000016703	ENSOANG00000001271	ENSGALG00000015846	ENSMODG00000018376	ENSMUSG00000033419
ENSG00000065615	ENSPTRG00000018385	ENSPPAG00000041199	ENSMMUG00000009585	ENSOANG00000001266	ENSGALG00000052460	ENSMODG00000018366	ENSMUSG00000032872
ENSG00000065665	ENSPTRG00000002293	ENSPPAG00000037803	ENSMMUG00000017139	ENSOANG00000015422	ENSGALG00000036300	ENSMODG00000016820	ENSMUSG00000025816
ENSG00000065923	ENSPTRG00000021832	ENSPPAG00000036475	ENSMMUG00000003897	ENSOANG00000012098	ENSGALG00000016734	ENSMODG00000000479	ENSMUSG00000037341
ENSG00000065970	ENSPTRG00000004629	ENSPPAG00000039446	ENSMMUG00000015256	ENSOANG00000003804	ENSGALG00000014329	ENSMODG00000017974	ENSMUSG00000003154
ENSG00000066056	ENSPTRG00000000631	ENSPPAG00000036693	ENSMMUG00000010660	ENSOANG00000008211	ENSGALG00000009957	ENSMODG00000011374	ENSMUSG00000033191
ENSG00000066135	ENSPTRG00000000643	ENSPPAG00000039696	ENSMMUG00000012479	ENSOANG00000006398	ENSGALG00000010074	ENSMODG00000003080	ENSMUSG00000033326
ENSG00000066136	ENSPTRG00000000596	ENSPPAG00000032067	ENSMMUG00000014970	ENSOANG00000012367	ENSGALG00000003189	ENSMODG00000017585	ENSMUSG00000032897
ENSG00000066230	ENSPTRG00000016682	ENSPPAG00000032817	ENSMMUG00000003789	ENSOANG00000014871	ENSGALG00000039738	ENSMODG00000000680	ENSMUSG00000036123
ENSG00000066248	ENSPTRG00000013048	ENSPPAG00000037852	ENSMMUG00000012216	ENSOANG00000007780	ENSGALG00000036327	ENSMODG00000010475	ENSMUSG00000026259
ENSG00000066279	ENSPTRG00000001807	ENSPPAG00000042492	ENSMMUG00000000245	ENSOANG00000011184	ENSGALG00000032398	ENSMODG00000012671	ENSMUSG00000033952
ENSG00000066322	ENSPTRG00000000635	ENSPPAG00000042208	ENSMMUG00000003152	ENSOANG00000008214	ENSGALG00000009988	ENSMODG00000011324	ENSMUSG00000006390
ENSG00000066336	ENSPTRG00000003563	ENSPPAG00000036814	ENSMMUG00000015606	ENSOANG00000009414	ENSGALG00000008127	ENSMODG00000019909	ENSMUSG00000002111
ENSG00000066557	ENSPTRG00000000850	ENSPPAG00000034906	ENSMMUG00000021921	ENSOANG00000015526	ENSGALG00000011301	ENSMODG00000000604	ENSMUSG00000063052
ENSG00000066651	ENSPTRG00000018577	ENSPPAG00000029635	ENSMMUG00000004293	ENSOANG00000002151	ENSGALG00000014831	ENSMODG00000017679	ENSMUSG00000019792
ENSG00000066777	ENSPTRG00000020320	ENSPPAG00000041346	ENSMMUG00000014424	ENSOANG00000002324	ENSGALG00000034610	ENSMODG00000007772	ENSMUSG00000067851
ENSG00000066827	ENSPTRG00000020607	ENSPPAG00000030339	ENSMMUG00000004918	ENSOANG00000010056	ENSGALG00000037698	ENSMODG00000001068	ENSMUSG00000022335
ENSG00000066855	ENSPTRG00000020299	ENSPPAG00000030706	ENSMMUG00000011263	ENSOANG00000002298	ENSGALG00000038385	ENSMODG00000008149	ENSMUSG00000027601
ENSG00000067064	ENSPTRG00000002239	ENSPPAG00000041019	ENSMMUG00000017115	ENSOANG00000006091	ENSGALG00000006723	ENSMODG00000005998	ENSMUSG00000058258
ENSG00000067082	ENSPTRG00000048525	ENSPPAG00000040261	ENSMMUG00000010696	ENSOANG00000006083	ENSGALG00000033178	ENSMODG00000006714	ENSMUSG00000000078
ENSG00000067177	ENSPTRG00000022029	ENSPPAG00000042021	ENSMMUG00000007593	ENSOANG00000014323	ENSGALG00000004801	ENSMODG00000011092	ENSMUSG00000034055
ENSG00000067182	ENSPTRG00000004570	ENSPPAG00000017841	ENSMMUG00000000377	ENSOANG00000010631	ENSGALG00000039461	ENSMODG00000018056	ENSMUSG00000030341
ENSG00000067248	ENSPTRG00000016875	ENSPPAG00000041713	ENSMMUG00000010376	ENSOANG00000004883	ENSGALG00000014700	ENSMODG00000019487	ENSMUSG00000042426
ENSG00000067365	ENSPTRG00000007745	ENSPPAG00000033954	ENSMMUG00000006900	ENSOANG00000006572	ENSGALG00000033603	ENSMODG00000005792	ENSMUSG00000039345
