bgeeGeneId	geneId	geneName	geneDescription	speciesId	geneBioTypeId	ensemblGene	geneMappedToGeneIdCount
215856	ENSLOCG00000000308		Ig-like domain-containing protein	7918	6	1	1
215857	ENSLOCG00000000309		Ig-like domain-containing protein	7918	6	1	1
215858	ENSLOCG00000000310			7918	6	1	1
215859	ENSLOCG00000000311		IgGFc-binding protein-like [Source:NCBI gene;Acc:107076473]	7918	6	1	1
215860	ENSLOCG00000000312			7918	6	1	1
215861	ENSLOCG00000000313			7918	6	1	1
215862	ENSLOCG00000000314			7918	6	1	1
215863	ENSLOCG00000000315		B box-type domain-containing protein	7918	6	1	1
215864	ENSLOCG00000000316	lin7c	protein lin-7 homolog C [Source:NCBI gene;Acc:102698183]	7918	6	1	1
215865	ENSLOCG00000000317	bpnt1	3'(2'), 5'-bisphosphate nucleotidase 1 [Source:NCBI gene;Acc:102684103]	7918	6	1	1
215866	ENSLOCG00000000318		Ras-GAP domain-containing protein	7918	6	1	1
215867	ENSLOCG00000000319		small conductance calcium-activated potassium channel protein 3-like [Source:NCBI gene;Acc:102694332]	7918	6	1	1
215868	ENSLOCG00000000320			7918	6	1	1
215869	ENSLOCG00000000321		HMG box domain-containing protein	7918	6	1	1
215870	ENSLOCG00000000322			7918	6	1	1
215871	ENSLOCG00000000323	zbtb8b	zinc finger and BTB domain containing 8B [Source:NCBI gene;Acc:102688342]	7918	6	1	1
215872	ENSLOCG00000000324	si:ch211-11k18.4	si:ch211-11k18.4 [Source:ZFIN;Acc:ZDB-GENE-070912-22]	7918	6	1	1
215873	ENSLOCG00000000325		Ig-like domain-containing protein	7918	6	1	1
215874	ENSLOCG00000000326			7918	6	1	1
215875	ENSLOCG00000000327		Ig-like domain-containing protein	7918	6	1	1
215876	ENSLOCG00000000328		AIG1-type G domain-containing protein	7918	6	1	1
215877	ENSLOCG00000000329			7918	6	1	1
215878	ENSLOCG00000000330		Ig-like domain-containing protein	7918	6	1	1
215879	ENSLOCG00000000331		Ig-like domain-containing protein	7918	6	1	1
215880	ENSLOCG00000000332		Ig-like domain-containing protein	7918	6	1	1
215881	ENSLOCG00000000333	sema4ab	semaphorin-4A-like [Source:NCBI gene;Acc:102683284]	7918	6	1	1
215882	ENSLOCG00000000334		Ig-like domain-containing protein	7918	6	1	1
215883	ENSLOCG00000000335		Ig-like domain-containing protein	7918	6	1	1
215884	ENSLOCG00000000336			7918	6	1	1
215885	ENSLOCG00000000337		CLIP-associating protein 1-A-like [Source:NCBI gene;Acc:107076317]	7918	6	1	1
215886	ENSLOCG00000000338	AVPR2	vasopressin V2 receptor-like [Source:NCBI gene;Acc:102698998]	7918	6	1	1
215887	ENSLOCG00000000339			7918	6	1	1
215888	ENSLOCG00000000340		Reverse transcriptase domain-containing protein	7918	6	1	1
215889	ENSLOCG00000000341	lrrc4ba	leucine rich repeat containing 4B [Source:NCBI gene;Acc:107075348]	7918	6	1	1
215890	ENSLOCG00000000342		Ig-like domain-containing protein	7918	6	1	1
215891	ENSLOCG00000000343			7918	6	1	1
215892	ENSLOCG00000000344			7918	6	1	1
215893	ENSLOCG00000000345		succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like [Source:NCBI gene;Acc:102684697]	7918	6	1	1
215894	ENSLOCG00000000346		SET domain-containing protein	7918	6	1	1
215895	ENSLOCG00000000347			7918	6	1	1
215896	ENSLOCG00000000348			7918	6	1	1
215897	ENSLOCG00000000349	vta1	vesicle trafficking 1 [Source:NCBI gene;Acc:102688214]	7918	6	1	1
215898	ENSLOCG00000000350		Ig-like domain-containing protein	7918	6	1	1
215899	ENSLOCG00000000351		Serine/threonine-protein phosphatase	7918	6	1	1
215900	ENSLOCG00000000352			7918	6	1	1
215901	ENSLOCG00000000353	zbtb8a	zinc finger and BTB domain-containing protein 8A-like [Source:NCBI gene;Acc:102688550]	7918	6	1	1
215902	ENSLOCG00000000354		poly(ADP-ribose) glycohydrolase ARH3-like [Source:NCBI gene;Acc:107076474]	7918	6	1	1
215903	ENSLOCG00000000355			7918	6	1	1
215904	ENSLOCG00000000356	atp5f1d	ATP synthase F1 subunit delta [Source:NCBI gene;Acc:102695437]	7918	6	1	1
215905	ENSLOCG00000000357	LHX1	LIM/homeobox protein Lhx1 [Source:NCBI gene;Acc:102690043]	7918	6	1	1
215906	ENSLOCG00000000358		SRCR domain-containing protein	7918	6	1	1
215907	ENSLOCG00000000359			7918	6	1	1
215908	ENSLOCG00000000360		Ig-like domain-containing protein	7918	6	1	1
215909	ENSLOCG00000000361		CCHC-type domain-containing protein	7918	6	1	1
215910	ENSLOCG00000000362	SLC39A3	solute carrier family 39 member 3 [Source:NCBI gene;Acc:102684757]	7918	6	1	1
215911	ENSLOCG00000000363			7918	6	1	1
215912	ENSLOCG00000000364		Peptidase S1 domain-containing protein	7918	6	1	1
215913	ENSLOCG00000000365			7918	6	1	1
215914	ENSLOCG00000000366		Ig-like domain-containing protein	7918	6	1	1
215915	ENSLOCG00000000367		Tub_N domain-containing protein	7918	6	1	1
215916	ENSLOCG00000000368		NACHT domain-containing protein	7918	6	1	1
215917	ENSLOCG00000000369			7918	6	1	1
215918	ENSLOCG00000000370		membrane-spanning 4-domains subfamily A member 4A-like [Source:NCBI gene;Acc:107075925]	7918	6	1	1
215919	ENSLOCG00000000371		tRNA-synt_1g domain-containing protein	7918	6	1	1
215920	ENSLOCG00000000372	VSTM2A	V-set and transmembrane domain containing 2A [Source:NCBI gene;Acc:102685423]	7918	6	1	1
215921	ENSLOCG00000000373		Ig-like domain-containing protein	7918	6	1	1
215922	ENSLOCG00000000374			7918	6	1	1
215923	ENSLOCG00000000375		Ig-like domain-containing protein	7918	6	1	1
215924	ENSLOCG00000000376	si:ch211-193k19.1	KIAA0319 like [Source:NCBI gene;Acc:102690648]	7918	6	1	1
215925	ENSLOCG00000000377		Peptidase S1 domain-containing protein	7918	6	1	1
215926	ENSLOCG00000000378	irf7	interferon regulatory factor 7 [Source:NCBI gene;Acc:102698664]	7918	6	1	1
215927	ENSLOCG00000000379			7918	6	1	1
215928	ENSLOCG00000000380	hsph1	heat shock protein family H (Hsp110) member 1 [Source:NCBI gene;Acc:102691519]	7918	6	1	1
215929	ENSLOCG00000000381		Zona pellucida sperm-binding protein 3	7918	6	1	1
215930	ENSLOCG00000000382	lcat	phosphatidylcholine-sterol acyltransferase-like [Source:NCBI gene;Acc:102688341]	7918	6	1	1
215931	ENSLOCG00000000383		ATP-dependent zinc metalloprotease YME1L1 [Source:NCBI gene;Acc:102696097]	7918	6	1	1
215932	ENSLOCG00000000384	lrrc39	leucine rich repeat containing 39 [Source:NCBI gene;Acc:102683698]	7918	6	1	1
215933	ENSLOCG00000000385		AIG1-type G domain-containing protein	7918	6	1	1
215934	ENSLOCG00000000386		histone-lysine N-methyltransferase EHMT2-like [Source:NCBI gene;Acc:107076255]	7918	6	1	1
215935	ENSLOCG00000000387			7918	6	1	1
215936	ENSLOCG00000000388		transmembrane protein 216-like [Source:NCBI gene;Acc:102687123]	7918	6	1	1
215937	ENSLOCG00000000389	ARCN1	coatomer subunit delta-like [Source:NCBI gene;Acc:102688013]	7918	6	1	1
215938	ENSLOCG00000000390		carboxy-terminal kinesin 2-like [Source:NCBI gene;Acc:107076226]	7918	6	1	1
215939	ENSLOCG00000000391		Ig-like domain-containing protein	7918	6	1	1
215940	ENSLOCG00000000392	olfm1a	olfactomedin 1 [Source:NCBI gene;Acc:102684770]	7918	6	1	1
215941	ENSLOCG00000000393		Ig-like domain-containing protein	7918	6	1	1
215942	ENSLOCG00000000394	sgta	small glutamine rich tetratricopeptide repeat containing alpha [Source:NCBI gene;Acc:102684959]	7918	6	1	1
215943	ENSLOCG00000000395		Lysophospholipase	7918	6	1	1
215944	ENSLOCG00000000396		PINIT domain-containing protein	7918	6	1	1
215945	ENSLOCG00000000397			7918	6	1	1
215946	ENSLOCG00000000398			7918	6	1	1
215947	ENSLOCG00000000399		Ig-like domain-containing protein	7918	6	1	1
215948	ENSLOCG00000000400		protein polyglycylase TTLL10-like [Source:NCBI gene;Acc:102689572]	7918	6	1	1
215949	ENSLOCG00000000401	tnnc2	troponin C, skeletal muscle [Source:NCBI gene;Acc:102696099]	7918	6	1	1
215950	ENSLOCG00000000402		HELICc2 domain-containing protein	7918	6	1	1
215951	ENSLOCG00000000403		FISNA domain-containing protein	7918	6	1	1
215952	ENSLOCG00000000404	aldh3b2	aldehyde dehydrogenase family 3 member B1-like [Source:NCBI gene;Acc:102682479]	7918	6	1	1
215953	ENSLOCG00000000405		LIM homeobox transcription factor 1-alpha-like [Source:NCBI gene;Acc:102690449]	7918	6	1	1
215954	ENSLOCG00000000406		Ig-like domain-containing protein	7918	6	1	1
215955	ENSLOCG00000000407	myrf	myelin regulatory factor-like [Source:NCBI gene;Acc:102690311]	7918	6	1	1
215956	ENSLOCG00000000408	ntrk1	neurotrophic receptor tyrosine kinase 1 [Source:NCBI gene;Acc:102683487]	7918	6	1	1
215957	ENSLOCG00000000409		Ig-like domain-containing protein	7918	6	1	1
215958	ENSLOCG00000000410	tspan4a	tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]	7918	6	1	1
215959	ENSLOCG00000000411		Ig-like domain-containing protein	7918	6	1	1
215960	ENSLOCG00000000412	avil	advillin-like [Source:NCBI gene;Acc:102697273]	7918	6	1	1
215961	ENSLOCG00000000413	klf6a	Kruppel like factor 6 [Source:NCBI gene;Acc:102685635]	7918	6	1	1
215962	ENSLOCG00000000414			7918	6	1	1
215963	ENSLOCG00000000415		basic proline-rich protein-like [Source:NCBI gene;Acc:102694913]	7918	6	1	1
215964	ENSLOCG00000000416		class I histocompatibility antigen, Non-RT1.A alpha-1 chain-like [Source:NCBI gene;Acc:102699190]	7918	6	1	1
215965	ENSLOCG00000000417			7918	6	1	1
215966	ENSLOCG00000000418	trmt13	tRNA methyltransferase 13 homolog [Source:NCBI gene;Acc:102683899]	7918	6	1	1
215967	ENSLOCG00000000419	pla2g15	phospholipase A2, group XV [Source:ZFIN;Acc:ZDB-GENE-030131-6948]	7918	6	1	1
215968	ENSLOCG00000000420	grin1a	glutamate ionotropic receptor NMDA type subunit 1 [Source:NCBI gene;Acc:102691168]	7918	6	1	1
215969	ENSLOCG00000000421		cornifelin homolog A-like [Source:NCBI gene;Acc:107076326]	7918	6	1	1
215970	ENSLOCG00000000422	b3glcta	beta 3-glucosyltransferase a [Source:ZFIN;Acc:ZDB-GENE-110411-147]	7918	6	1	1
215971	ENSLOCG00000000423		AIG1-type G domain-containing protein	7918	6	1	1
215972	ENSLOCG00000000424		Ig-like domain-containing protein	7918	6	1	1
215973	ENSLOCG00000000425	si:dkeyp-7a3.1	si:dkeyp-7a3.1 [Source:ZFIN;Acc:ZDB-GENE-091204-119]	7918	6	1	1
215974	ENSLOCG00000000426		V-type proton ATPase subunit a	7918	6	1	1
215975	ENSLOCG00000000427		Ig-like domain-containing protein	7918	6	1	1
215976	ENSLOCG00000000428	pbx2	pre-B-cell leukemia transcription factor 2-like [Source:NCBI gene;Acc:102696492]	7918	6	1	1
215977	ENSLOCG00000000429	adgrg6	adhesion G protein-coupled receptor G6 [Source:NCBI gene;Acc:561970]	7918	6	1	1
215978	ENSLOCG00000000430		Ig-like domain-containing protein	7918	6	1	1
215979	ENSLOCG00000000431		extracellular serine/threonine protein kinase FAM20C-like [Source:NCBI gene;Acc:102696301]	7918	6	1	1
215980	ENSLOCG00000000432	ttc14	tetratricopeptide repeat domain 14 [Source:NCBI gene;Acc:102694698]	7918	6	1	1
215981	ENSLOCG00000000433		HLA class II histocompatibility antigen, DQ beta 1 chain-like [Source:NCBI gene;Acc:102686718]	7918	6	1	1
215982	ENSLOCG00000000434	PRF1	Perforin 1	7918	6	1	1
215983	ENSLOCG00000000435		Corrinoid adenosyltransferase	7918	6	1	1
215984	ENSLOCG00000000436			7918	6	1	1
215985	ENSLOCG00000000437		Reverse transcriptase domain-containing protein	7918	6	1	1
215986	ENSLOCG00000000438	ascl1b	malignant fibrous histiocytoma-amplified sequence 1 homolog [Source:NCBI gene;Acc:102698865]	7918	6	1	1
215987	ENSLOCG00000000439			7918	6	1	1
215988	ENSLOCG00000000440	mafb	MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]	7918	6	1	1
215989	ENSLOCG00000000441		Bulb-type lectin domain-containing protein	7918	6	1	1
215990	ENSLOCG00000000442		Ig-like domain-containing protein	7918	6	1	1
215991	ENSLOCG00000000443			7918	7	1	1
215992	ENSLOCG00000000444		ABC transporter domain-containing protein	7918	6	1	1
215993	ENSLOCG00000000445		NACHT domain-containing protein	7918	6	1	1
215994	ENSLOCG00000000446		E3 ubiquitin protein ligase	7918	6	1	1
215995	ENSLOCG00000000447		Ig-like domain-containing protein	7918	6	1	1
215996	ENSLOCG00000000448		interferon-induced very large GTPase 1-like [Source:NCBI gene;Acc:107076316]	7918	6	1	1
215997	ENSLOCG00000000449		cilia- and flagella-associated protein 99-like [Source:NCBI gene;Acc:102685908]	7918	6	1	1
215998	ENSLOCG00000000450			7918	6	1	1
215999	ENSLOCG00000000451			7918	6	1	1
216000	ENSLOCG00000000452	tmem59l	transmembrane protein 59-like [Source:ZFIN;Acc:ZDB-GENE-040426-2651]	7918	6	1	1
216001	ENSLOCG00000000453		Protein MTO1 homolog, mitochondrial	7918	6	1	1
216002	ENSLOCG00000000454	pfdn6	prefoldin subunit 6 [Source:NCBI gene;Acc:102695758]	7918	6	1	1
216003	ENSLOCG00000000455	mkrn4	makorin, ring finger protein, 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5954]	7918	6	1	1
216004	ENSLOCG00000000456		ER membrane protein complex subunit 3	7918	6	1	1
216005	ENSLOCG00000000457	fzd8a	frizzled class receptor 8b [Source:ZFIN;Acc:ZDB-GENE-000328-4]	7918	6	1	1
216006	ENSLOCG00000000458	dhrs1	dehydrogenase/reductase (SDR family) member 1 [Source:ZFIN;Acc:ZDB-GENE-030616-591]	7918	6	1	1
216007	ENSLOCG00000000459			7918	6	1	1
216008	ENSLOCG00000000460		AIG1-type G domain-containing protein	7918	6	1	1
216009	ENSLOCG00000000461		transcription initiation factor TFIID subunit 2-like [Source:NCBI gene;Acc:107076314]	7918	6	1	1
216010	ENSLOCG00000000462		Ig-like domain-containing protein	7918	6	1	1
216011	ENSLOCG00000000463	si:ch73-12o23.1	lysosomal alpha-glucosidase-like [Source:NCBI gene;Acc:102683701]	7918	6	1	1
216012	ENSLOCG00000000464			7918	6	1	1
216013	ENSLOCG00000000465	usb1	U6 snRNA biogenesis phosphodiesterase 1 [Source:NCBI gene;Acc:102688752]	7918	6	1	1
216014	ENSLOCG00000000466	klhl14	kelch like family member 14 [Source:NCBI gene;Acc:102682278]	7918	6	1	1
216015	ENSLOCG00000000467	sass6	SAS-6 centriolar assembly protein [Source:NCBI gene;Acc:102684102]	7918	6	1	1
216016	ENSLOCG00000000468	zgc:92275	cholesterol 7-desaturase-like [Source:NCBI gene;Acc:102691906]	7918	6	1	1
216017	ENSLOCG00000000469	tekt2	tektin 2 [Source:NCBI gene;Acc:102696182]	7918	6	1	1
216018	ENSLOCG00000000470	zdhhc18b	palmitoyltransferase ZDHHC18-like [Source:NCBI gene;Acc:102682281]	7918	6	1	1
216019	ENSLOCG00000000471		protein phosphatase 1 regulatory subunit 32 [Source:NCBI gene;Acc:107076333]	7918	6	1	1
216020	ENSLOCG00000000472		AIG1-type G domain-containing protein	7918	6	1	1
216021	ENSLOCG00000000473			7918	6	1	1
216022	ENSLOCG00000000474	ago1	protein argonaute-1-like [Source:NCBI gene;Acc:107076412]	7918	6	1	1
216023	ENSLOCG00000000475			7918	6	1	1
216024	ENSLOCG00000000476		NACHT domain-containing protein	7918	6	1	1
216025	ENSLOCG00000000477			7918	6	1	1
216026	ENSLOCG00000000478			7918	6	1	1
216027	ENSLOCG00000000479			7918	6	1	1
216028	ENSLOCG00000000480			7918	6	1	1
216029	ENSLOCG00000000481		type-4 ice-structuring protein LS-12-like [Source:NCBI gene;Acc:102683697]	7918	6	1	1
216030	ENSLOCG00000000482	ypel5	yippee like 5 [Source:NCBI gene;Acc:102683900]	7918	6	1	1
216031	ENSLOCG00000000483		uncharacterized LOC107076377 [Source:NCBI gene;Acc:107076377]	7918	6	1	1
216032	ENSLOCG00000000484		IGv domain-containing protein	7918	6	1	1
216033	ENSLOCG00000000485	crlf1b	cytokine receptor-like factor 1b [Source:ZFIN;Acc:ZDB-GENE-080108-1]	7918	6	1	1
216034	ENSLOCG00000000486	wwox	WW domain containing oxidoreductase [Source:NCBI gene;Acc:102684623]	7918	6	1	1
216035	ENSLOCG00000000487			7918	6	1	1
216036	ENSLOCG00000000488	zgc:158445	zgc:158445 [Source:ZFIN;Acc:ZDB-GENE-061215-78]	7918	6	1	1
216037	ENSLOCG00000000489		Ig-like domain-containing protein	7918	6	1	1
216038	ENSLOCG00000000490		poly(ADP-ribose) glycohydrolase ARH3-like [Source:NCBI gene;Acc:107076474]	7918	6	1	1
216039	ENSLOCG00000000491			7918	6	1	1
216040	ENSLOCG00000000492			7918	6	1	1
216041	ENSLOCG00000000493	phrf1	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]	7918	6	1	1
216042	ENSLOCG00000000494		Ig-like domain-containing protein	7918	6	1	1
216043	ENSLOCG00000000495	fance	FA complementation group E [Source:ZFIN;Acc:ZDB-GENE-060510-5]	7918	6	1	1
216044	ENSLOCG00000000496			7918	6	1	1
216045	ENSLOCG00000000497		Sulfotransferase	7918	6	1	1
216046	ENSLOCG00000000498		death domain-associated protein 6-like [Source:NCBI gene;Acc:102696687]	7918	6	1	1
216047	ENSLOCG00000000499	dhrs4	dehydrogenase/reductase (SDR family) member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1498]	7918	6	1	1
216048	ENSLOCG00000000500			7918	6	1	1
216049	ENSLOCG00000000501			7918	6	1	1
216050	ENSLOCG00000000502	GJD4	gap junction protein delta 4 [Source:NCBI gene;Acc:102687399]	7918	6	1	1
216051	ENSLOCG00000000503	enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1156]	7918	6	1	1
216052	ENSLOCG00000000504	ago1	protein argonaute-1 [Source:NCBI gene;Acc:102696380]	7918	6	1	1
216053	ENSLOCG00000000505			7918	6	1	1
216054	ENSLOCG00000000506		nuclear pore complex protein Nup98-Nup96-like [Source:NCBI gene;Acc:107076374]	7918	6	1	1
216055	ENSLOCG00000000507		VLIG-type G domain-containing protein	7918	6	1	1
216056	ENSLOCG00000000508	slc31a1	solute carrier family 31 member 1 [Source:NCBI gene;Acc:102692107]	7918	6	1	1
216057	ENSLOCG00000000509			7918	6	1	1
216058	ENSLOCG00000000510	kazna	kazrin, periplakin interacting protein a [Source:NCBI gene;Acc:100003663]	7918	6	1	1
216059	ENSLOCG00000000511			7918	6	1	1
216060	ENSLOCG00000000512		ras-related protein Rab-10-like [Source:NCBI gene;Acc:102682683]	7918	6	1	1
216061	ENSLOCG00000000513		cysteine-rich motor neuron 1 protein-like [Source:NCBI gene;Acc:102697526]	7918	6	1	1
216062	ENSLOCG00000000514		Ig-like domain-containing protein	7918	6	1	1
216063	ENSLOCG00000000515		BMP-binding endothelial regulator protein-like [Source:NCBI gene;Acc:107076337]	7918	6	1	1
216064	ENSLOCG00000000516		NACHT and WD repeat domain containing 1 [Source:NCBI gene;Acc:102693047]	7918	6	1	1
216065	ENSLOCG00000000517		AIG1-type G domain-containing protein	7918	6	1	1
216066	ENSLOCG00000000518		SRCR domain-containing protein	7918	6	1	1
216067	ENSLOCG00000000519	pdap1a	28 kDa heat- and acid-stable phosphoprotein-like [Source:NCBI gene;Acc:102697786]	7918	6	1	1
216068	ENSLOCG00000000520		NACHT, LRR and PYD domains-containing protein 3-like [Source:NCBI gene;Acc:102683898]	7918	6	1	1
216069	ENSLOCG00000000521		SSD domain-containing protein	7918	6	1	1
216070	ENSLOCG00000000522		Peptidase_M16_M domain-containing protein	7918	6	1	1
216071	ENSLOCG00000000523		tRNA methyltransferase 61B [Source:NCBI gene;Acc:107076106]	7918	6	1	1
216072	ENSLOCG00000000524		NAD(P)(+)--arginine ADP-ribosyltransferase	7918	6	1	1
216073	ENSLOCG00000000525		diacylglycerol kinase beta-like [Source:NCBI gene;Acc:107076361]	7918	6	1	1
216074	ENSLOCG00000000526			7918	6	1	1
216075	ENSLOCG00000000527	si:ch211-202p1.5	endothelin-1-like [Source:NCBI gene;Acc:107075948]	7918	6	1	1
216076	ENSLOCG00000000528		major histocompatibility complex class I-related gene protein-like [Source:NCBI gene;Acc:102696302]	7918	6	1	1
216077	ENSLOCG00000000529			7918	6	1	1
216078	ENSLOCG00000000530		MFS domain-containing protein	7918	6	1	1
216079	ENSLOCG00000000531		Reverse transcriptase domain-containing protein	7918	6	1	1
216080	ENSLOCG00000000532			7918	6	1	1
216081	ENSLOCG00000000533	rpl10a	ribosomal protein L10a [Source:NCBI gene;Acc:102692656]	7918	6	1	1
216082	ENSLOCG00000000534		B box-type domain-containing protein	7918	6	1	1
216083	ENSLOCG00000000535	MRPS12	mitochondrial ribosomal protein S12 [Source:NCBI gene;Acc:102692317]	7918	6	1	1
216084	ENSLOCG00000000536	rassf7a	Ras association domain family member 7 [Source:NCBI gene;Acc:102699259]	7918	6	1	1
216085	ENSLOCG00000000537		Ig-like domain-containing protein	7918	6	1	1
216086	ENSLOCG00000000538	RPL7A	ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]	7918	6	1	1
216087	ENSLOCG00000000539			7918	6	1	1
216088	ENSLOCG00000000540			7918	6	1	1
216089	ENSLOCG00000000541	ccny	cyclin Y [Source:ZFIN;Acc:ZDB-GENE-091117-45]	7918	6	1	1
216090	ENSLOCG00000000542		Integrin_alpha2 domain-containing protein	7918	6	1	1
216091	ENSLOCG00000000543		HELICc2 domain-containing protein	7918	6	1	1
216092	ENSLOCG00000000544	znf319b	zinc finger protein 319b [Source:ZFIN;Acc:ZDB-GENE-090406-2]	7918	6	1	1
216093	ENSLOCG00000000545	kcnk2a	potassium two pore domain channel subfamily K member 2 [Source:NCBI gene;Acc:102695702]	7918	6	1	1
216094	ENSLOCG00000000546	cdc26	cell division cycle 26 [Source:NCBI gene;Acc:102692310]	7918	6	1	1
216095	ENSLOCG00000000547		Ig-like domain-containing protein	7918	6	1	1
216096	ENSLOCG00000000548		histone-lysine N-methyltransferase SETD2-like [Source:NCBI gene;Acc:102690042]	7918	6	1	1
216097	ENSLOCG00000000549			7918	6	1	1
216098	ENSLOCG00000000550		AIG1-type G domain-containing protein	7918	6	1	1
216099	ENSLOCG00000000551			7918	6	1	1
216100	ENSLOCG00000000552	garem	GRB2 associated regulator of MAPK1 subtype 1 [Source:NCBI gene;Acc:102682476]	7918	6	1	1
216101	ENSLOCG00000000553	CCDC39	coiled-coil domain containing 39 [Source:NCBI gene;Acc:102698770]	7918	6	1	1
216102	ENSLOCG00000000554	si:ch73-22o12.1	si:ch73-22o12.1 [Source:ZFIN;Acc:ZDB-GENE-110411-27]	7918	6	1	1
216103	ENSLOCG00000000555	scap	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	7918	6	1	1
216104	ENSLOCG00000000556		Ig-like domain-containing protein	7918	6	1	1
216105	ENSLOCG00000000557		Ig-like domain-containing protein	7918	6	1	1
