9986	9031	9606	9544	10116	10090
ENSOCUG00000000489	ENSGALG00000032780	ENSG00000143643	ENSMMUG00000005888	ENSRNOG00000018884	ENSMUSG00000037300
ENSOCUG00000000493	ENSGALG00000003645	ENSG00000090975	ENSMMUG00000015931	ENSRNOG00000029260	ENSMUSG00000029406
ENSOCUG00000000494	ENSGALG00000011155	ENSG00000173409	ENSMMUG00000005892	ENSRNOG00000018909	ENSMUSG00000031982
ENSOCUG00000000499	ENSGALG00000012388	ENSG00000120265	ENSMMUG00000029462	ENSRNOG00000014330	ENSMUSG00000019795
ENSOCUG00000000503	ENSGALG00000016387	ENSG00000171853	ENSMMUG00000019468	ENSRNOG00000009039	ENSMUSG00000020628
ENSOCUG00000000507	ENSGALG00000003447	ENSG00000137218	ENSMMUG00000012417	ENSRNOG00000014328	ENSMUSG00000023266
ENSOCUG00000000508	ENSGALG00000005203	ENSG00000118733	ENSMMUG00000006780	ENSRNOG00000017969	ENSMUSG00000027965
ENSOCUG00000000510	ENSGALG00000020742	ENSG00000148840	ENSMMUG00000001186	ENSRNOG00000018561	ENSMUSG00000055491
ENSOCUG00000000511	ENSGALG00000005654	ENSG00000180957	ENSMMUG00000014534	ENSRNOG00000000665	ENSMUSG00000050017
ENSOCUG00000000512	ENSGALG00000029817	ENSG00000124422	ENSMMUG00000005377	ENSRNOG00000032492	ENSMUSG00000042506
ENSOCUG00000000513	ENSGALG00000013604	ENSG00000146469	ENSMMUG00000019074	ENSRNOG00000018808	ENSMUSG00000019772
ENSOCUG00000000516	ENSGALG00000041124	ENSG00000166197	ENSMMUG00000001183	ENSRNOG00000018704	ENSMUSG00000015176
ENSOCUG00000000518	ENSGALG00000015052	ENSG00000147854	ENSMMUG00000002176	ENSRNOG00000011308	ENSMUSG00000024817
ENSOCUG00000000520	ENSGALG00000030269	ENSG00000143771	ENSMMUG00000063959	ENSRNOG00000003717	ENSMUSG00000062169
ENSOCUG00000000521	ENSGALG00000009297	ENSG00000100726	ENSMMUG00000008119	ENSRNOG00000016774	ENSMUSG00000024170
ENSOCUG00000000526	ENSGALG00000037521	ENSG00000137509	ENSMMUG00000007838	ENSRNOG00000010630	ENSMUSG00000061119
ENSOCUG00000000527	ENSGALG00000010490	ENSG00000151640	ENSMMUG00000022363	ENSRNOG00000027582	ENSMUSG00000025478
ENSOCUG00000000528	ENSGALG00000026276	ENSG00000125878	ENSMMUG00000056387	ENSRNOG00000000012	ENSMUSG00000068079
ENSOCUG00000000530	ENSGALG00000025796	ENSG00000182551	ENSMMUG00000019471	ENSRNOG00000008950	ENSMUSG00000020629
ENSOCUG00000000531	ENSGALG00000012575	ENSG00000196781	ENSMMUG00000003718	ENSRNOG00000005882	ENSMUSG00000008305
ENSOCUG00000000532	ENSGALG00000011238	ENSG00000116729	ENSMMUG00000022908	ENSRNOG00000036816	ENSMUSG00000028173
ENSOCUG00000000534	ENSGALG00000002113	ENSG00000043462	ENSMMUG00000014126	ENSRNOG00000005620	ENSMUSG00000002699
ENSOCUG00000000535	ENSGALG00000032683	ENSG00000111863	ENSMMUG00000004347	ENSRNOG00000014481	ENSMUSG00000058022
ENSOCUG00000000536	ENSGALG00000005757	ENSG00000140968	ENSMMUG00000008125	ENSRNOG00000017869	ENSMUSG00000041515
ENSOCUG00000000539	ENSGALG00000002118	ENSG00000145936	ENSMMUG00000060800	ENSRNOG00000005465	ENSMUSG00000020155
ENSOCUG00000000540	ENSGALG00000002132	ENSG00000182132	ENSMMUG00000009171	ENSRNOG00000005365	ENSMUSG00000053519
ENSOCUG00000000541	ENSGALG00000012094	ENSG00000151812	ENSMMUG00000007646	ENSRNOG00000014982	ENSMUSG00000021852
ENSOCUG00000000543	ENSGALG00000012683	ENSG00000137393	ENSMMUG00000062089	ENSRNOG00000016123	ENSMUSG00000038068
ENSOCUG00000000545	ENSGALG00000006352	ENSG00000138135	ENSMMUG00000055047	ENSRNOG00000019141	ENSMUSG00000050370
ENSOCUG00000000548	ENSGALG00000004837	ENSG00000166946	ENSMMUG00000022253	ENSRNOG00000011379	ENSMUSG00000023572
ENSOCUG00000000554	ENSGALG00000038044	ENSG00000172113	ENSMMUG00000003078	ENSRNOG00000020721	ENSMUSG00000032478
ENSOCUG00000000557	ENSGALG00000001256	ENSG00000140853	ENSMMUG00000000769	ENSRNOG00000048222	ENSMUSG00000074151
ENSOCUG00000000558	ENSGALG00000001571	ENSG00000142347	ENSMMUG00000014247	ENSRNOG00000008409	ENSMUSG00000024300
ENSOCUG00000000560	ENSGALG00000034986	ENSG00000163909	ENSMMUG00000050019	ENSRNOG00000015318	ENSMUSG00000032744
ENSOCUG00000000564	ENSGALG00000001316	ENSG00000140848	ENSMMUG00000020350	ENSRNOG00000043286	ENSMUSG00000034361
ENSOCUG00000000565	ENSGALG00000001905	ENSG00000091073	ENSMMUG00000017570	ENSRNOG00000001432	ENSMUSG00000004947
ENSOCUG00000000566	ENSGALG00000003893	ENSG00000143324	ENSMMUG00000012848	ENSRNOG00000000042	ENSMUSG00000026469
ENSOCUG00000000569	ENSGALG00000005214	ENSG00000249961	ENSMMUG00000064302	ENSRNOG00000055097	ENSMUSG00000052616
ENSOCUG00000000573	ENSGALG00000038957	ENSG00000159593	ENSMMUG00000006752	ENSRNOG00000033133	ENSMUSG00000031878
ENSOCUG00000000574	ENSGALG00000009507	ENSG00000054690	ENSMMUG00000021326	ENSRNOG00000010650	ENSMUSG00000060716
ENSOCUG00000000577	ENSGALG00000001350	ENSG00000159579	ENSMMUG00000020353	ENSRNOG00000060931	ENSMUSG00000050079
ENSOCUG00000000578	ENSGALG00000005146	ENSG00000172840	ENSMMUG00000016726	ENSRNOG00000012343	ENSMUSG00000048371
ENSOCUG00000000579	ENSGALG00000024490	ENSG00000121895	ENSMMUG00000002419	ENSRNOG00000026518	ENSMUSG00000037913
ENSOCUG00000000581	ENSGALG00000032610	ENSG00000108784	ENSMMUG00000050793	ENSRNOG00000032381	ENSMUSG00000001751
ENSOCUG00000000583	ENSGALG00000009510	ENSG00000100564	ENSMMUG00000021327	ENSRNOG00000010914	ENSMUSG00000021120
ENSOCUG00000000584	ENSGALG00000009519	ENSG00000081181	ENSMMUG00000015865	ENSRNOG00000053811	ENSMUSG00000021125
ENSOCUG00000000585	ENSGALG00000005140	ENSG00000166592	ENSMMUG00000049583	ENSRNOG00000011901	ENSMUSG00000031880
ENSOCUG00000000587	ENSGALG00000035068	ENSG00000138246	ENSMMUG00000016005	ENSRNOG00000011491	ENSMUSG00000032560
ENSOCUG00000000593	ENSGALG00000028762	ENSG00000072121	ENSMMUG00000015871	ENSRNOG00000059875	ENSMUSG00000066440
ENSOCUG00000000595	ENSGALG00000007592	ENSG00000171307	ENSMMUG00000020029	ENSRNOG00000046530	ENSMUSG00000025157
ENSOCUG00000000597	ENSGALG00000009491	ENSG00000182185	ENSMMUG00000015873	ENSRNOG00000059245	ENSMUSG00000059060
ENSOCUG00000000598	ENSGALG00000014991	ENSG00000196591	ENSMMUG00000008937	ENSRNOG00000000604	ENSMUSG00000019777
ENSOCUG00000000601	ENSGALG00000015830	ENSG00000135316	ENSMMUG00000012575	ENSRNOG00000000204	ENSMUSG00000032423
ENSOCUG00000000603	ENSGALG00000045729	ENSG00000143512	ENSMMUG00000007893	ENSRNOG00000056400	ENSMUSG00000053461
ENSOCUG00000000606	ENSGALG00000009441	ENSG00000143498	ENSMMUG00000007896	ENSRNOG00000061139	ENSMUSG00000072258
ENSOCUG00000000607	ENSGALG00000027462	ENSG00000141696	ENSMMUG00000013051	ENSRNOG00000015787	ENSMUSG00000006931
ENSOCUG00000000608	ENSGALG00000015464	ENSG00000134247	ENSMMUG00000016900	ENSRNOG00000015655	ENSMUSG00000027864
ENSOCUG00000000611	ENSGALG00000025764	ENSG00000141756	ENSMMUG00000013054	ENSRNOG00000015941	ENSMUSG00000001555
ENSOCUG00000000613	ENSGALG00000015249	ENSG00000116830	ENSMMUG00000016905	ENSRNOG00000057761	ENSMUSG00000033222
ENSOCUG00000000616	ENSGALG00000047990	ENSG00000164106	ENSMMUG00000002399	ENSRNOG00000069516	ENSMUSG00000031610
ENSOCUG00000000617	ENSGALG00000013510	ENSG00000164338	ENSMMUG00000023514	ENSRNOG00000016591	ENSMUSG00000041747
ENSOCUG00000000618	ENSGALG00000007970	ENSG00000033800	ENSMMUG00000011699	ENSRNOG00000034272	ENSMUSG00000032405
ENSOCUG00000000621	ENSGALG00000034616	ENSG00000122641	ENSMMUG00000061466	ENSRNOG00000014320	ENSMUSG00000041324
ENSOCUG00000000623	ENSGALG00000009482	ENSG00000188175	ENSMMUG00000004456	ENSRNOG00000009711	ENSMUSG00000044156
ENSOCUG00000000624	ENSGALG00000026089	ENSG00000225697	ENSMMUG00000031754	ENSRNOG00000020450	ENSMUSG00000023259
ENSOCUG00000000625	ENSGALG00000009500	ENSG00000004766	ENSMMUG00000017311	ENSRNOG00000009894	ENSMUSG00000001376
ENSOCUG00000000626	ENSGALG00000008133	ENSG00000214435	ENSMMUG00000007662	ENSRNOG00000020081	ENSMUSG00000003559
ENSOCUG00000000628	ENSGALG00000042761	ENSG00000090432	ENSMMUG00000051774	ENSRNOG00000016010	ENSMUSG00000041241
ENSOCUG00000000629	ENSGALG00000014923	ENSG00000214944	ENSMMUG00000017897	ENSRNOG00000016544	ENSMUSG00000021662
ENSOCUG00000000632	ENSGALG00000042123	ENSG00000253958	ENSMMUG00000058938	ENSRNOG00000011424	ENSMUSG00000055976
ENSOCUG00000000633	ENSGALG00000001046	ENSG00000080845	ENSMMUG00000016448	ENSRNOG00000020225	ENSMUSG00000061689
ENSOCUG00000000634	ENSGALG00000011448	ENSG00000104626	ENSMMUG00000008867	ENSRNOG00000011448	ENSMUSG00000031527
ENSOCUG00000000635	ENSGALG00000031656	ENSG00000112319	ENSMMUG00000005745	ENSRNOG00000016627	ENSMUSG00000010461
ENSOCUG00000000637	ENSGALG00000028567	ENSG00000101335	ENSMMUG00000059897	ENSRNOG00000020246	ENSMUSG00000067818
ENSOCUG00000000638	ENSGALG00000011630	ENSG00000074047	ENSMMUG00000001868	ENSRNOG00000007261	ENSMUSG00000048402
ENSOCUG00000000649	ENSGALG00000017227	ENSG00000180773	ENSMMUG00000017741	ENSRNOG00000011455	ENSMUSG00000043885
ENSOCUG00000000650	ENSGALG00000028186	ENSG00000134533	ENSMMUG00000010460	ENSRNOG00000027592	ENSMUSG00000030222
ENSOCUG00000000655	ENSGALG00000009881	ENSG00000054392	ENSMMUG00000016099	ENSRNOG00000003925	ENSMUSG00000037375
ENSOCUG00000000657	ENSGALG00000009877	ENSG00000143473	ENSMMUG00000016102	ENSRNOG00000003841	ENSMUSG00000058248
ENSOCUG00000000658	ENSGALG00000035052	ENSG00000152785	ENSMMUG00000010347	ENSRNOG00000002381	ENSMUSG00000029335
ENSOCUG00000000660	ENSGALG00000011489	ENSG00000164458	ENSMMUG00000017047	ENSRNOG00000012229	ENSMUSG00000062327
ENSOCUG00000000661	ENSGALG00000012197	ENSG00000153086	ENSMMUG00000010195	ENSRNOG00000003884	ENSMUSG00000026348
ENSOCUG00000000664	ENSGALG00000030858	ENSG00000171877	ENSMMUG00000022777	ENSRNOG00000016189	ENSMUSG00000027238
ENSOCUG00000000668	ENSGALG00000009944	ENSG00000136504	ENSMMUG00000047550	ENSRNOG00000022664	ENSMUSG00000038909
ENSOCUG00000000671	ENSGALG00000041273	ENSG00000137261	ENSMMUG00000019364	ENSRNOG00000018141	ENSMUSG00000006711
ENSOCUG00000000672	ENSGALG00000015593	ENSG00000135333	ENSMMUG00000014867	ENSRNOG00000007030	ENSMUSG00000028289
ENSOCUG00000000673	ENSGALG00000010154	ENSG00000092208	ENSMMUG00000021028	ENSRNOG00000004360	ENSMUSG00000060121
ENSOCUG00000000674	ENSGALG00000052262	ENSG00000130037	ENSMMUG00000022887	ENSRNOG00000019719	ENSMUSG00000045534
ENSOCUG00000000676	ENSGALG00000031635	ENSG00000006715	ENSMMUG00000010042	ENSRNOG00000012940	ENSMUSG00000041236
ENSOCUG00000000677	ENSGALG00000003693	ENSG00000127603	ENSMMUG00000009562	ENSRNOG00000016047	ENSMUSG00000028649
ENSOCUG00000000678	ENSGALG00000040796	ENSG00000148120	ENSMMUG00000008298	ENSRNOG00000017505	ENSMUSG00000021458
ENSOCUG00000000679	ENSGALG00000041104	ENSG00000136878	ENSMMUG00000003797	ENSRNOG00000007710	ENSMUSG00000026854
ENSOCUG00000000680	ENSGALG00000016548	ENSG00000169895	ENSMMUG00000019363	ENSRNOG00000004304	ENSMUSG00000031357
ENSOCUG00000000682	ENSGALG00000011138	ENSG00000090061	ENSMMUG00000001201	ENSRNOG00000006985	ENSMUSG00000021258
ENSOCUG00000000683	ENSGALG00000016546	ENSG00000102054	ENSMMUG00000016238	ENSRNOG00000005157	ENSMUSG00000031353
ENSOCUG00000000684	ENSGALG00000003288	ENSG00000113407	ENSMMUG00000016224	ENSRNOG00000019023	ENSMUSG00000022241
ENSOCUG00000000689	ENSGALG00000038667	ENSG00000128626	ENSMMUG00000060269	ENSRNOG00000019949	ENSMUSG00000045948
ENSOCUG00000000692	ENSGALG00000013209	ENSG00000141424	ENSMMUG00000018784	ENSRNOG00000028703	ENSMUSG00000024270
ENSOCUG00000000694	ENSGALG00000012338	ENSG00000164039	ENSMMUG00000019085	ENSRNOG00000014490	ENSMUSG00000028167
ENSOCUG00000000695	ENSGALG00000028958	ENSG00000162408	ENSMMUG00000023681	ENSRNOG00000010109	ENSMUSG00000028948
ENSOCUG00000000696	ENSGALG00000006069	ENSG00000188176	ENSMMUG00000007876	ENSRNOG00000015157	ENSMUSG00000045667
ENSOCUG00000000697	ENSGALG00000039034	ENSG00000134759	ENSMMUG00000018785	ENSRNOG00000015301	ENSMUSG00000024271
ENSOCUG00000000703	ENSGALG00000013149	ENSG00000075643	ENSMMUG00000018791	ENSRNOG00000015113	ENSMUSG00000039616
ENSOCUG00000000706	ENSGALG00000013124	ENSG00000134775	ENSMMUG00000006862	ENSRNOG00000027230	ENSMUSG00000034295
ENSOCUG00000000707	ENSGALG00000008810	ENSG00000170264	ENSMMUG00000013972	ENSRNOG00000009881	ENSMUSG00000049811
ENSOCUG00000000708	ENSGALG00000030406	ENSG00000101290	ENSMMUG00000013261	ENSRNOG00000021265	ENSMUSG00000058793
ENSOCUG00000000713	ENSGALG00000047269	ENSG00000166575	ENSMMUG00000010229	ENSRNOG00000016815	ENSMUSG00000039428
ENSOCUG00000000714	ENSGALG00000011298	ENSG00000077092	ENSMMUG00000007367	ENSRNOG00000024061	ENSMUSG00000017491
ENSOCUG00000000717	ENSGALG00000011300	ENSG00000077097	ENSMMUG00000007371	ENSRNOG00000048795	ENSMUSG00000017485
ENSOCUG00000000718	ENSGALG00000037556	ENSG00000110436	ENSMMUG00000004329	ENSRNOG00000005479	ENSMUSG00000005089
ENSOCUG00000000719	ENSGALG00000013948	ENSG00000128045	ENSMMUG00000052882	ENSRNOG00000002097	ENSMUSG00000049907
ENSOCUG00000000722	ENSGALG00000039168	ENSG00000184178	ENSMMUG00000017393	ENSRNOG00000026828	ENSMUSG00000062110
ENSOCUG00000000723	ENSGALG00000029571	ENSG00000155099	ENSMMUG00000051364	ENSRNOG00000006697	ENSMUSG00000028221
ENSOCUG00000000728	ENSGALG00000013626	ENSG00000112312	ENSMMUG00000017495	ENSRNOG00000018782	ENSMUSG00000006715
ENSOCUG00000000729	ENSGALG00000016878	ENSG00000125304	ENSMMUG00000019556	ENSRNOG00000012751	ENSMUSG00000025544
ENSOCUG00000000730	ENSGALG00000003548	ENSG00000006453	ENSMMUG00000013276	ENSRNOG00000001007	ENSMUSG00000038859
ENSOCUG00000000731	ENSGALG00000003641	ENSG00000083168	ENSMMUG00000010891	ENSRNOG00000025174	ENSMUSG00000031540
ENSOCUG00000000732	ENSGALG00000025748	ENSG00000102678	ENSMMUG00000009912	ENSRNOG00000011471	ENSMUSG00000021974
ENSOCUG00000000734	ENSGALG00000031387	ENSG00000164924	ENSMMUG00000006489	ENSRNOG00000008195	ENSMUSG00000022285
ENSOCUG00000000736	ENSGALG00000035673	ENSG00000073670	ENSMMUG00000029927	ENSRNOG00000002753	ENSMUSG00000020926
ENSOCUG00000000737	ENSGALG00000013568	ENSG00000119508	ENSMMUG00000011410	ENSRNOG00000005964	ENSMUSG00000028341
ENSOCUG00000000739	ENSGALG00000030822	ENSG00000165606	ENSMMUG00000057407	ENSRNOG00000020045	ENSMUSG00000041730
ENSOCUG00000000740	ENSGALG00000006876	ENSG00000064601	ENSMMUG00000009960	ENSRNOG00000015857	ENSMUSG00000017760
ENSOCUG00000000741	ENSGALG00000006254	ENSG00000225830	ENSMMUG00000017943	ENSRNOG00000030017	ENSMUSG00000054051
ENSOCUG00000000743	ENSGALG00000031519	ENSG00000131773	ENSMMUG00000022248	ENSRNOG00000009539	ENSMUSG00000022332
ENSOCUG00000000744	ENSGALG00000036686	ENSG00000100979	ENSMMUG00000009963	ENSRNOG00000016488	ENSMUSG00000017754
ENSOCUG00000000749	ENSGALG00000002581	ENSG00000109854	ENSMMUG00000010719	ENSRNOG00000022189	ENSMUSG00000039745
ENSOCUG00000000754	ENSGALG00000016710	ENSG00000146233	ENSMMUG00000055199	ENSRNOG00000010519	ENSMUSG00000023963
ENSOCUG00000000755	ENSGALG00000001985	ENSG00000007541	ENSMMUG00000029296	ENSRNOG00000020140	ENSMUSG00000025728
ENSOCUG00000000756	ENSGALG00000012105	ENSG00000070367	ENSMMUG00000018278	ENSRNOG00000013804	ENSMUSG00000061244
ENSOCUG00000000757	ENSGALG00000003908	ENSG00000165970	ENSMMUG00000009053	ENSRNOG00000031662	ENSMUSG00000039728
ENSOCUG00000000763	ENSGALG00000016713	ENSG00000146070	ENSMMUG00000019254	ENSRNOG00000025691	ENSMUSG00000023913
ENSOCUG00000000764	ENSGALG00000011490	ENSG00000091317	ENSMMUG00000001443	ENSRNOG00000010951	ENSMUSG00000032434
ENSOCUG00000000765	ENSGALG00000011211	ENSG00000131373	ENSMMUG00000022519	ENSRNOG00000019630	ENSMUSG00000021884
ENSOCUG00000000769	ENSGALG00000002925	ENSG00000140374	ENSMMUG00000011045	ENSRNOG00000015233	ENSMUSG00000032314
ENSOCUG00000000774	ENSGALG00000016908	ENSG00000184226	ENSMMUG00000005620	ENSRNOG00000038068	ENSMUSG00000055421
ENSOCUG00000000775	ENSGALG00000000469	ENSG00000120907	ENSMMUG00000023112	ENSRNOG00000009522	ENSMUSG00000045875
ENSOCUG00000000776	ENSGALG00000009873	ENSG00000174106	ENSMMUG00000016892	ENSRNOG00000024027	ENSMUSG00000048661
ENSOCUG00000000778	ENSGALG00000012944	ENSG00000170456	ENSMMUG00000003221	ENSRNOG00000049378	ENSMUSG00000030313
ENSOCUG00000000780	ENSGALG00000001731	ENSG00000167258	ENSMMUG00000021350	ENSRNOG00000006000	ENSMUSG00000003119
ENSOCUG00000000781	ENSGALG00000004425	ENSG00000085365	ENSMMUG00000039925	ENSRNOG00000061582	ENSMUSG00000021687
ENSOCUG00000000784	ENSGALG00000012538	ENSG00000153234	ENSMMUG00000011607	ENSRNOG00000005600	ENSMUSG00000026826
ENSOCUG00000000786	ENSGALG00000039895	ENSG00000142627	ENSMMUG00000018245	ENSRNOG00000009222	ENSMUSG00000006445
ENSOCUG00000000787	ENSGALG00000013085	ENSG00000151490	ENSMMUG00000032109	ENSRNOG00000006231	ENSMUSG00000030223
ENSOCUG00000000788	ENSGALG00000011447	ENSG00000144644	ENSMMUG00000010033	ENSRNOG00000067908	ENSMUSG00000056880
ENSOCUG00000000789	ENSGALG00000007169	ENSG00000120616	ENSMMUG00000012451	ENSRNOG00000014834	ENSMUSG00000024240
ENSOCUG00000000790	ENSGALG00000028026	ENSG00000164258	ENSMMUG00000004861	ENSRNOG00000011383	ENSMUSG00000021764
ENSOCUG00000000792	ENSGALG00000013091	ENSG00000151491	ENSMMUG00000020431	ENSRNOG00000007047	ENSMUSG00000015766
ENSOCUG00000000794	ENSGALG00000026295	ENSG00000109089	ENSMMUG00000063153	ENSRNOG00000025815	ENSMUSG00000050910
ENSOCUG00000000795	ENSGALG00000015144	ENSG00000107372	ENSMMUG00000052161	ENSRNOG00000018107	ENSMUSG00000024750
ENSOCUG00000000798	ENSGALG00000002492	ENSG00000049239	ENSMMUG00000016711	ENSRNOG00000017523	ENSMUSG00000028980
ENSOCUG00000000802	ENSGALG00000011170	ENSG00000122574	ENSMMUG00000045852	ENSRNOG00000009571	ENSMUSG00000086040
ENSOCUG00000000803	ENSGALG00000007302	ENSG00000163635	ENSMMUG00000001508	ENSRNOG00000007246	ENSMUSG00000021738
ENSOCUG00000000804	ENSGALG00000011176	ENSG00000136193	ENSMMUG00000016803	ENSRNOG00000009636	ENSMUSG00000019124
ENSOCUG00000000805	ENSGALG00000011181	ENSG00000106080	ENSMMUG00000012528	ENSRNOG00000009886	ENSMUSG00000038074
ENSOCUG00000000806	ENSGALG00000008889	ENSG00000163728	ENSMMUG00000019656	ENSRNOG00000011261	ENSMUSG00000027677
ENSOCUG00000000807	ENSGALG00000011185	ENSG00000106086	ENSMMUG00000012529	ENSRNOG00000009971	ENSMUSG00000005225
ENSOCUG00000000810	ENSGALG00000007332	ENSG00000163637	ENSMMUG00000001513	ENSRNOG00000012364	ENSMUSG00000030020
ENSOCUG00000000815	ENSGALG00000008165	ENSG00000119737	ENSMMUG00000008105	ENSRNOG00000022176	ENSMUSG00000043999
ENSOCUG00000000816	ENSGALG00000004166	ENSG00000149823	ENSMMUG00000018772	ENSRNOG00000020996	ENSMUSG00000024797
ENSOCUG00000000817	ENSGALG00000034001	ENSG00000008294	ENSMMUG00000022528	ENSRNOG00000002749	ENSMUSG00000020859
ENSOCUG00000000819	ENSGALG00000015138	ENSG00000107362	ENSMMUG00000018880	ENSRNOG00000012514	ENSMUSG00000047368
ENSOCUG00000000820	ENSGALG00000009504	ENSG00000107672	ENSMMUG00000012044	ENSRNOG00000020452	ENSMUSG00000040331
ENSOCUG00000000822	ENSGALG00000038850	ENSG00000165238	ENSMMUG00000013881	ENSRNOG00000016684	ENSMUSG00000037989
ENSOCUG00000000823	ENSGALG00000052355	ENSG00000174840	ENSMMUG00000004052	ENSRNOG00000059442	ENSMUSG00000043702
ENSOCUG00000000826	ENSGALG00000005656	ENSG00000174839	ENSMMUG00000018619	ENSRNOG00000011636	ENSMUSG00000040818
ENSOCUG00000000827	ENSGALG00000005670	ENSG00000163681	ENSMMUG00000004800	ENSRNOG00000011307	ENSMUSG00000021870
ENSOCUG00000000828	ENSGALG00000005678	ENSG00000136068	ENSMMUG00000000706	ENSRNOG00000009470	ENSMUSG00000025278
ENSOCUG00000000830	ENSGALG00000002080	ENSG00000134516	ENSMMUG00000009366	ENSRNOG00000006932	ENSMUSG00000020143
ENSOCUG00000000831	ENSGALG00000005688	ENSG00000163687	ENSMMUG00000011235	ENSRNOG00000009291	ENSMUSG00000025279
ENSOCUG00000000832	ENSGALG00000005696	ENSG00000163686	ENSMMUG00000006315	ENSRNOG00000008167	ENSMUSG00000025277
ENSOCUG00000000833	ENSGALG00000007052	ENSG00000168297	ENSMMUG00000006432	ENSRNOG00000008024	ENSMUSG00000033885
ENSOCUG00000000834	ENSGALG00000027809	ENSG00000204767	ENSMMUG00000045048	ENSRNOG00000032329	ENSMUSG00000069911
ENSOCUG00000000836	ENSGALG00000002105	ENSG00000168269	ENSMMUG00000014124	ENSRNOG00000006293	ENSMUSG00000047861
ENSOCUG00000000837	ENSGALG00000016094	ENSG00000144040	ENSMMUG00000002300	ENSRNOG00000037871	ENSMUSG00000033720
ENSOCUG00000000847	ENSGALG00000015058	ENSG00000153707	ENSMMUG00000006952	ENSRNOG00000005711	ENSMUSG00000028399
ENSOCUG00000000848	ENSGALG00000000146	ENSG00000109111	ENSMMUG00000004708	ENSRNOG00000012240	ENSMUSG00000002052
ENSOCUG00000000849	ENSGALG00000003096	ENSG00000078699	ENSMMUG00000023541	ENSRNOG00000016352	ENSMUSG00000038533
ENSOCUG00000000850	ENSGALG00000003065	ENSG00000125967	ENSMMUG00000023543	ENSRNOG00000016708	ENSMUSG00000027489
ENSOCUG00000000852	ENSGALG00000015221	ENSG00000117477	ENSMMUG00000000065	ENSRNOG00000002860	ENSMUSG00000026578
ENSOCUG00000000853	ENSGALG00000003973	ENSG00000160606	ENSMMUG00000051743	ENSRNOG00000071015	ENSMUSG00000019437
ENSOCUG00000000857	ENSGALG00000015399	ENSG00000172728	ENSMMUG00000022511	ENSRNOG00000050857	ENSMUSG00000046152
ENSOCUG00000000859	ENSGALG00000003987	ENSG00000076604	ENSMMUG00000021407	ENSRNOG00000013169	ENSMUSG00000017386
ENSOCUG00000000861	ENSGALG00000038217	ENSG00000085117	ENSMMUG00000019268	ENSRNOG00000000047	ENSMUSG00000027215
ENSOCUG00000000863	ENSGALG00000007038	ENSG00000148219	ENSMMUG00000013105	ENSRNOG00000060105	ENSMUSG00000028373
ENSOCUG00000000864	ENSGALG00000014582	ENSG00000182985	ENSMMUG00000021628	ENSRNOG00000018778	ENSMUSG00000032076
ENSOCUG00000000875	ENSGALG00000017016	ENSG00000150510	ENSMMUG00000001480	ENSRNOG00000009802	ENSMUSG00000035184
ENSOCUG00000000876	ENSGALG00000017018	ENSG00000102786	ENSMMUG00000013191	ENSRNOG00000009873	ENSMUSG00000035161
ENSOCUG00000000881	ENSGALG00000011614	ENSG00000151572	ENSMMUG00000018718	ENSRNOG00000006841	ENSMUSG00000035189
ENSOCUG00000000884	ENSGALG00000012655	ENSG00000013503	ENSMMUG00000005208	ENSRNOG00000007432	ENSMUSG00000034453
ENSOCUG00000000885	ENSGALG00000033185	ENSG00000102125	ENSMMUG00000005498	ENSRNOG00000053023	ENSMUSG00000009995
ENSOCUG00000000888	ENSGALG00000030588	ENSG00000174473	ENSMMUG00000016767	ENSRNOG00000067282	ENSMUSG00000096914
ENSOCUG00000000894	ENSGALG00000009446	ENSG00000181016	ENSMMUG00000063584	ENSRNOG00000039110	ENSMUSG00000071342
ENSOCUG00000000895	ENSGALG00000014824	ENSG00000171522	ENSMMUG00000016167	ENSRNOG00000013240	ENSMUSG00000039942
ENSOCUG00000000897	ENSGALG00000014832	ENSG00000132356	ENSMMUG00000023806	ENSRNOG00000012799	ENSMUSG00000050697
ENSOCUG00000000903	ENSGALG00000007041	ENSG00000165259	ENSMMUG00000020536	ENSRNOG00000037799	ENSMUSG00000034551
ENSOCUG00000000906	ENSGALG00000010978	ENSG00000132855	ENSMMUG00000046449	ENSRNOG00000008638	ENSMUSG00000028553
ENSOCUG00000000911	ENSGALG00000007054	ENSG00000167291	ENSMMUG00000020840	ENSRNOG00000049758	ENSMUSG00000039976
ENSOCUG00000000919	ENSGALG00000033470	ENSG00000152990	ENSMMUG00000019963	ENSRNOG00000004279	ENSMUSG00000029090
ENSOCUG00000000921	ENSGALG00000005374	ENSG00000278259	ENSMMUG00000007920	ENSRNOG00000002852	ENSMUSG00000020527
ENSOCUG00000000923	ENSGALG00000007216	ENSG00000166676	ENSMMUG00000061818	ENSRNOG00000025545	ENSMUSG00000050908
